pilota,classe,team,posizioneCalendario,anno,numeroDiGara,tipoIscrizione,risultato,costruttore,modello
000068,Moto3,CFMoto Racing Prüstel GP,2,2022,99,Titolare,0000385,009,RC250GP
000068,Moto3,CFMoto Racing Prüstel GP,3,2022,99,Titolare,0000361,009,RC250GP
000068,Moto3,CFMoto Racing Prüstel GP,4,2022,99,Titolare,0000476,009,RC250GP
000068,Moto3,CFMoto Racing Prüstel GP,5,2022,99,Titolare,0000533,009,RC250GP
000068,Moto3,CFMoto Racing Prüstel GP,6,2022,99,Titolare,0000614,009,RC250GP
000068,Moto3,CFMoto Racing Prüstel GP,7,2022,99,Titolare,0000650,009,RC250GP
000068,Moto3,CFMoto Racing Prüstel GP,8,2022,99,Titolare,0000722,009,RC250GP
000068,Moto3,CFMoto Racing Prüstel GP,9,2022,99,Titolare,0000768,009,RC250GP
000068,Moto3,CFMoto Racing Prüstel GP,10,2022,99,Titolare,0000846,009,RC250GP
000068,Moto3,CFMoto Racing Prüstel GP,11,2022,99,Titolare,0000894,009,RC250GP
000068,Moto3,Esponsorama Racing,1,2021,99,Titolare,0000972,005,RC250GP
000068,Moto3,Esponsorama Racing,2,2021,99,Titolare,0001059,005,RC250GP
000068,Moto3,Esponsorama Racing,3,2021,99,Titolare,0001134,005,RC250GP
000068,Moto3,Esponsorama Racing,4,2021,99,Titolare,0001204,005,RC250GP
000068,Moto3,Esponsorama Racing,5,2021,99,Titolare,0001302,005,RC250GP
000068,Moto3,Esponsorama Racing,6,2021,99,Titolare,0001385,005,RC250GP
000068,Moto3,Esponsorama Racing,10,2021,99,Titolare,,005,RC250GP
000068,Moto3,Esponsorama Racing,11,2021,99,Titolare,0001765,005,RC250GP
000068,Moto3,Esponsorama Racing,12,2021,99,Titolare,0001835,005,RC250GP
000068,Moto3,Esponsorama Racing,13,2021,99,Titolare,0001932,005,RC250GP
000068,Moto3,Esponsorama Racing,14,2021,99,Titolare,0001996,005,RC250GP
000068,Moto3,Esponsorama Racing,15,2021,99,Titolare,0002084,005,RC250GP
000068,Moto3,Esponsorama Racing,16,2021,99,Titolare,0002169,005,RC250GP
000068,Moto3,Esponsorama Racing,17,2021,99,Titolare,0002237,005,RC250GP
000068,Moto3,Esponsorama Racing,18,2021,99,Titolare,0002307,005,RC250GP
000069,Moto3,Aspar Team,1,2021,28,Titolare,0000967,007,RC250GP
000069,Moto3,Aspar Team,2,2021,28,Titolare,0001044,007,RC250GP
000069,Moto3,Aspar Team,3,2021,28,Titolare,0001141,007,RC250GP
000069,Moto3,Aspar Team,4,2021,28,Titolare,0001209,007,RC250GP
000069,Moto3,Aspar Team,5,2021,28,Titolare,0001293,007,RC250GP
000069,Moto3,Aspar Team,6,2021,28,Titolare,0001375,007,RC250GP
000069,Moto3,Aspar Team,7,2021,28,Titolare,0001458,007,RC250GP
000069,Moto3,Aspar Team,8,2021,28,Titolare,0001528,007,RC250GP
000069,Moto3,Aspar Team,9,2021,28,Titolare,0001607,007,RC250GP
000069,Moto3,Aspar Team,10,2021,28,Titolare,0001688,007,RC250GP
000069,Moto3,Aspar Team,11,2021,28,Titolare,0001757,007,RC250GP
000069,Moto3,Aspar Team,12,2021,28,Titolare,0001829,007,RC250GP
000069,Moto3,Aspar Team,13,2021,28,Titolare,0001910,007,RC250GP
000069,Moto3,Aspar Team,14,2021,28,Titolare,0002000,007,RC250GP
000069,Moto3,Aspar Team,15,2021,28,Titolare,0002067,007,RC250GP
000069,Moto3,Aspar Team,16,2021,28,Titolare,0002156,007,RC250GP
000069,Moto3,Aspar Team,17,2021,28,Titolare,0002230,007,RC250GP
000069,Moto3,Aspar Team,18,2021,28,Titolare,0002306,007,RC250GP
000069,Moto3,GasGas Aspar Team,1,2022,28,Titolare,0000418,007,RC250GP
000069,Moto3,GasGas Aspar Team,2,2022,28,Titolare,0000384,007,RC250GP
000069,Moto3,GasGas Aspar Team,3,2022,28,Titolare,0000380,007,RC250GP
000069,Moto3,GasGas Aspar Team,4,2022,28,Titolare,0000475,007,RC250GP
000069,Moto3,GasGas Aspar Team,5,2022,28,Titolare,0000532,007,RC250GP
000069,Moto3,GasGas Aspar Team,6,2022,28,Titolare,0000588,007,RC250GP
000069,Moto3,GasGas Aspar Team,7,2022,28,Titolare,0000647,007,RC250GP
000069,Moto3,GasGas Aspar Team,8,2022,28,Titolare,0000705,007,RC250GP
000069,Moto3,GasGas Aspar Team,9,2022,28,Titolare,0000763,007,RC250GP
000069,Moto3,GasGas Aspar Team,10,2022,28,Titolare,0000823,007,RC250GP
000069,Moto3,GasGas Aspar Team,11,2022,28,Titolare,0000882,007,RC250GP
000070,Moto3,Idemitsu Honda Team Asia,1,2022,64,Titolare,0000429,002,NSF250RW
000070,Moto3,Idemitsu Honda Team Asia,2,2022,64,Titolare,0000396,002,NSF250RW
000070,Moto3,Idemitsu Honda Team Asia,3,2022,64,Titolare,0000374,002,NSF250RW
000070,Moto3,Idemitsu Honda Team Asia,4,2022,64,Titolare,0000489,002,NSF250RW
000070,Moto3,Idemitsu Honda Team Asia,5,2022,64,Titolare,0000543,002,NSF250RW
000070,Moto3,Idemitsu Honda Team Asia,6,2022,64,Titolare,0000604,002,NSF250RW
000070,Moto3,Idemitsu Honda Team Asia,7,2022,64,Titolare,0000666,002,NSF250RW
000070,Moto3,Idemitsu Honda Team Asia,8,2022,64,Titolare,0000716,002,NSF250RW
000070,Moto3,Idemitsu Honda Team Asia,9,2022,64,Titolare,0000789,002,NSF250RW
000070,Moto3,Idemitsu Honda Team Asia,10,2022,64,Titolare,0000845,002,NSF250RW
000070,Moto3,Idemitsu Honda Team Asia,11,2022,64,Titolare,0000898,002,NSF250RW
000070,Moto3,Idemitsu Honda Team Asia,16,2021,64,Wildcard,0002165,002,NSF250RW
000071,Moto3,Aspar Team,16,2021,80,Sostituto,0002166,007,RC250GP
000071,Moto3,GasGas Aspar Team,5,2022,80,Wildcard,0000554,007,RC250GP
000072,Moto3,Idemitsu Honda Team Asia,3,2022,72,Titolare,0000370,002,NSF250RW
000072,Moto3,Idemitsu Honda Team Asia,4,2022,72,Titolare,0000484,002,NSF250RW
000072,Moto3,Idemitsu Honda Team Asia,5,2022,72,Titolare,0000552,002,NSF250RW
000072,Moto3,Idemitsu Honda Team Asia,6,2022,72,Titolare,0000608,002,NSF250RW
000072,Moto3,Idemitsu Honda Team Asia,7,2022,72,Titolare,0000669,002,NSF250RW
000072,Moto3,Idemitsu Honda Team Asia,8,2022,72,Titolare,0000721,002,NSF250RW
000072,Moto3,Idemitsu Honda Team Asia,9,2022,72,Titolare,0000788,002,NSF250RW
000072,Moto3,Idemitsu Honda Team Asia,10,2022,72,Titolare,0000839,002,NSF250RW
000072,Moto3,Idemitsu Honda Team Asia,11,2022,72,Titolare,0000901,002,NSF250RW
000073,Moto3,Leopard Racing,1,2021,7,Titolare,0000988,002,NSF250RW
000073,Moto3,Leopard Racing,1,2022,7,Titolare,0000417,002,NSF250RW
000073,Moto3,Leopard Racing,2,2021,7,Titolare,0001055,002,NSF250RW
000073,Moto3,Leopard Racing,2,2022,7,Titolare,0000383,002,NSF250RW
000073,Moto3,Leopard Racing,3,2021,7,Titolare,0001119,002,NSF250RW
000073,Moto3,Leopard Racing,3,2022,7,Titolare,0000355,002,NSF250RW
000073,Moto3,Leopard Racing,4,2021,7,Titolare,0001223,002,NSF250RW
000073,Moto3,Leopard Racing,4,2022,7,Titolare,0000470,002,NSF250RW
000073,Moto3,Leopard Racing,5,2021,7,Titolare,0001297,002,NSF250RW
000073,Moto3,Leopard Racing,5,2022,7,Titolare,0000535,002,NSF250RW
000073,Moto3,Leopard Racing,6,2021,7,Titolare,0001359,002,NSF250RW
000073,Moto3,Leopard Racing,6,2022,7,Titolare,0000605,002,NSF250RW
000073,Moto3,Leopard Racing,7,2021,7,Titolare,0001460,002,NSF250RW
000073,Moto3,Leopard Racing,7,2022,7,Titolare,0000648,002,NSF250RW
000073,Moto3,Leopard Racing,8,2021,7,Titolare,0001521,002,NSF250RW
000073,Moto3,Leopard Racing,8,2022,7,Titolare,0000728,002,NSF250RW
000073,Moto3,Leopard Racing,9,2021,7,Titolare,0001596,002,NSF250RW
000073,Moto3,Leopard Racing,9,2022,7,Titolare,0000792,002,NSF250RW
000073,Moto3,Leopard Racing,10,2021,7,Titolare,0001696,002,NSF250RW
000073,Moto3,Leopard Racing,10,2022,7,Titolare,0000824,002,NSF250RW
000073,Moto3,Leopard Racing,11,2021,7,Titolare,0001752,002,NSF250RW
000073,Moto3,Leopard Racing,11,2022,7,Titolare,0000908,002,NSF250RW
000073,Moto3,Leopard Racing,12,2021,7,Titolare,0001828,002,NSF250RW
000073,Moto3,Leopard Racing,13,2021,7,Titolare,0001907,002,NSF250RW
000073,Moto3,Leopard Racing,14,2021,7,Titolare,0001989,002,NSF250RW
000073,Moto3,Leopard Racing,15,2021,7,Titolare,0002068,002,NSF250RW
000073,Moto3,Leopard Racing,16,2021,7,Titolare,0002145,002,NSF250RW
000073,Moto3,Leopard Racing,17,2021,7,Titolare,0002249,002,NSF250RW
000073,Moto3,Leopard Racing,18,2021,7,Titolare,0002312,002,NSF250RW
000074,Moto3,Leopard Racing,1,2022,24,Titolare,0000438,002,NSF250RW
000074,Moto3,Leopard Racing,2,2022,24,Titolare,0000392,002,NSF250RW
000074,Moto3,Leopard Racing,3,2022,24,Titolare,0000358,002,NSF250RW
000074,Moto3,Leopard Racing,4,2022,24,Titolare,0000478,002,NSF250RW
000074,Moto3,Leopard Racing,5,2022,24,Titolare,0000539,002,NSF250RW
000074,Moto3,Leopard Racing,6,2022,24,Titolare,0000612,002,NSF250RW
000074,Moto3,Leopard Racing,7,2022,24,Titolare,0000649,002,NSF250RW
000074,Moto3,Leopard Racing,8,2022,24,Titolare,0000706,002,NSF250RW
000074,Moto3,Leopard Racing,9,2022,24,Titolare,0000765,002,NSF250RW
000074,Moto3,Leopard Racing,10,2022,24,Titolare,0000827,002,NSF250RW
000074,Moto3,Leopard Racing,11,2022,24,Titolare,0000884,002,NSF250RW
000074,Moto3,Sic58 Squadra Corse,1,2021,24,Titolare,0000968,002,NSF250RW
000074,Moto3,Sic58 Squadra Corse,2,2021,24,Titolare,0001050,002,NSF250RW
000074,Moto3,Sic58 Squadra Corse,3,2021,24,Titolare,0001144,002,NSF250RW
000074,Moto3,Sic58 Squadra Corse,4,2021,24,Titolare,0001224,002,NSF250RW
000074,Moto3,Sic58 Squadra Corse,5,2021,24,Titolare,0001306,002,NSF250RW
000074,Moto3,Sic58 Squadra Corse,6,2021,24,Titolare,0001368,002,NSF250RW
000074,Moto3,Sic58 Squadra Corse,7,2021,24,Titolare,0001466,002,NSF250RW
000074,Moto3,Sic58 Squadra Corse,8,2021,24,Titolare,0001526,002,NSF250RW
000074,Moto3,Sic58 Squadra Corse,9,2021,24,Titolare,0001600,002,NSF250RW
000074,Moto3,Sic58 Squadra Corse,10,2021,24,Titolare,0001689,002,NSF250RW
000074,Moto3,Sic58 Squadra Corse,11,2021,24,Titolare,0001760,002,NSF250RW
000074,Moto3,Sic58 Squadra Corse,12,2021,24,Titolare,0001830,002,NSF250RW
000074,Moto3,Sic58 Squadra Corse,13,2021,24,Titolare,0001915,002,NSF250RW
000074,Moto3,Sic58 Squadra Corse,14,2021,24,Titolare,0002003,002,NSF250RW
000074,Moto3,Sic58 Squadra Corse,15,2021,24,Titolare,0002075,002,NSF250RW
000074,Moto3,Sic58 Squadra Corse,16,2021,24,Titolare,0002170,002,NSF250RW
000074,Moto3,Sic58 Squadra Corse,17,2021,24,Titolare,0002234,002,NSF250RW
000074,Moto3,Sic58 Squadra Corse,18,2021,24,Titolare,0002321,002,NSF250RW
000075,Moto3,Rivacold Snipers Team	,1,2021,16,Titolare,0000985,002,NSF250RW
000075,Moto3,Rivacold Snipers Team	,1,2022,16,Titolare,0000411,002,NSF250RW
000075,Moto3,Rivacold Snipers Team	,2,2021,16,Titolare,0001042,002,NSF250RW
000075,Moto3,Rivacold Snipers Team	,2,2022,16,Titolare,0000405,002,NSF250RW
000075,Moto3,Rivacold Snipers Team	,3,2021,16,Titolare,0001120,002,NSF250RW
000075,Moto3,Rivacold Snipers Team	,3,2022,16,Titolare,0000378,002,NSF250RW
000075,Moto3,Rivacold Snipers Team	,4,2021,16,Titolare,0001202,002,NSF250RW
000075,Moto3,Rivacold Snipers Team	,4,2022,16,Titolare,0000471,002,NSF250RW
000075,Moto3,Rivacold Snipers Team	,5,2021,16,Titolare,0001290,002,NSF250RW
000075,Moto3,Rivacold Snipers Team	,5,2022,16,Titolare,0000534,002,NSF250RW
000075,Moto3,Rivacold Snipers Team	,6,2021,16,Titolare,0001382,002,NSF250RW
000075,Moto3,Rivacold Snipers Team	,6,2022,16,Titolare,0000601,002,NSF250RW
000075,Moto3,Rivacold Snipers Team	,7,2021,16,Titolare,0001465,002,NSF250RW
000075,Moto3,Rivacold Snipers Team	,7,2022,16,Titolare,0000654,002,NSF250RW
000075,Moto3,Rivacold Snipers Team	,8,2021,16,Titolare,0001523,002,NSF250RW
000075,Moto3,Rivacold Snipers Team	,8,2022,16,Titolare,0000707,002,NSF250RW
000075,Moto3,Rivacold Snipers Team	,9,2021,16,Titolare,0001622,002,NSF250RW
000075,Moto3,Rivacold Snipers Team	,9,2022,16,Titolare,0000786,002,NSF250RW
000075,Moto3,Rivacold Snipers Team	,10,2021,16,Titolare,0001691,002,NSF250RW
000075,Moto3,Rivacold Snipers Team	,10,2022,16,Titolare,0000833,002,NSF250RW
000075,Moto3,Rivacold Snipers Team	,11,2021,16,Titolare,0001775,002,NSF250RW
000075,Moto3,Rivacold Snipers Team	,11,2022,16,Titolare,0000895,002,NSF250RW
000075,Moto3,Rivacold Snipers Team	,12,2021,16,Titolare,0001851,002,NSF250RW
000075,Moto3,Rivacold Snipers Team	,13,2021,16,Titolare,0001912,002,NSF250RW
000075,Moto3,Rivacold Snipers Team	,14,2021,16,Titolare,0001991,002,NSF250RW
000075,Moto3,Rivacold Snipers Team	,15,2021,16,Titolare,0002076,002,NSF250RW
000075,Moto3,Rivacold Snipers Team	,16,2021,16,Titolare,0002168,002,NSF250RW
000075,Moto3,Rivacold Snipers Team	,17,2021,16,Titolare,0002227,002,NSF250RW
000075,Moto3,Rivacold Snipers Team	,18,2021,16,Titolare,0002317,002,NSF250RW
000076,Moto3,Sic58 Squadra Corse,1,2021,20,Titolare,0000979,002,NSF250RW
000076,Moto3,Sic58 Squadra Corse,1,2022,20,Titolare,0000437,002,NSF250RW
000076,Moto3,Sic58 Squadra Corse,2,2021,20,Titolare,0001058,002,NSF250RW
000076,Moto3,Sic58 Squadra Corse,2,2022,20,Titolare,0000398,002,NSF250RW
000076,Moto3,Sic58 Squadra Corse,3,2021,20,Titolare,0001139,002,NSF250RW
000076,Moto3,Sic58 Squadra Corse,3,2022,20,Titolare,0000372,002,NSF250RW
000076,Moto3,Sic58 Squadra Corse,4,2021,20,Titolare,0001221,002,NSF250RW
000076,Moto3,Sic58 Squadra Corse,4,2022,20,Titolare,0000483,002,NSF250RW
000076,Moto3,Sic58 Squadra Corse,5,2021,20,Titolare,0001298,002,NSF250RW
000076,Moto3,Sic58 Squadra Corse,5,2022,20,Titolare,0000541,002,NSF250RW
000076,Moto3,Sic58 Squadra Corse,6,2021,20,Titolare,0001377,002,NSF250RW
000076,Moto3,Sic58 Squadra Corse,6,2022,20,Titolare,,002,NSF250RW
000076,Moto3,Sic58 Squadra Corse,7,2021,20,Titolare,0001455,002,NSF250RW
000076,Moto3,Sic58 Squadra Corse,7,2022,20,Titolare,0000667,002,NSF250RW
000076,Moto3,Sic58 Squadra Corse,8,2021,20,Titolare,0001540,002,NSF250RW
000076,Moto3,Sic58 Squadra Corse,8,2022,20,Titolare,0000717,002,NSF250RW
000076,Moto3,Sic58 Squadra Corse,9,2021,20,Titolare,0001616,002,NSF250RW
000076,Moto3,Sic58 Squadra Corse,9,2022,20,Titolare,0000782,002,NSF250RW
000076,Moto3,Sic58 Squadra Corse,10,2021,20,Titolare,0001690,002,NSF250RW
000076,Moto3,Sic58 Squadra Corse,10,2022,20,Titolare,0000840,002,NSF250RW
000076,Moto3,Sic58 Squadra Corse,11,2021,20,Titolare,0001766,002,NSF250RW
000076,Moto3,Sic58 Squadra Corse,11,2022,20,Titolare,0000893,002,NSF250RW
000076,Moto3,Sic58 Squadra Corse,12,2021,20,Titolare,0001847,002,NSF250RW
000076,Moto3,Sic58 Squadra Corse,13,2021,20,Titolare,0001929,002,NSF250RW
000076,Moto3,Sic58 Squadra Corse,14,2021,20,Titolare,0002007,002,NSF250RW
000076,Moto3,Sic58 Squadra Corse,15,2021,20,Titolare,0002082,002,NSF250RW
000076,Moto3,Sic58 Squadra Corse,16,2021,20,Titolare,0002163,002,NSF250RW
000076,Moto3,Sic58 Squadra Corse,17,2021,20,Titolare,0002242,002,NSF250RW
000076,Moto3,Sic58 Squadra Corse,18,2021,20,Titolare,0002325,002,NSF250RW
000077,Moto3,Boé Owlride,1,2021,54,Titolare,0000987,005,RC250GP
000077,Moto3,Boé Owlride,2,2021,54,Titolare,0001057,005,RC250GP
000077,Moto3,Boé Owlride,3,2021,54,Titolare,0001136,005,RC250GP
000077,Moto3,Boé Owlride,4,2021,54,Titolare,0001215,005,RC250GP
000077,Moto3,Boé Owlride,5,2021,54,Titolare,0001282,005,RC250GP
000077,Moto3,Boé Owlride,6,2021,54,Titolare,0001376,005,RC250GP
000077,Moto3,Boé Owlride,7,2021,54,Titolare,,005,RC250GP
000077,Moto3,Boé Owlride,8,2021,54,Titolare,0001539,005,RC250GP
000077,Moto3,Boé Owlride,9,2021,54,Titolare,0001613,005,RC250GP
000077,Moto3,Boé Owlride,10,2021,54,Titolare,0001697,005,RC250GP
000077,Moto3,Boé Owlride,11,2021,54,Titolare,0001768,005,RC250GP
000077,Moto3,Boé Owlride,12,2021,54,Titolare,0001834,005,RC250GP
000077,Moto3,Boé Owlride,13,2021,54,Titolare,0001921,005,RC250GP
000077,Moto3,Boé Owlride,14,2021,54,Titolare,0001999,005,RC250GP
000077,Moto3,Boé Owlride,15,2021,54,Titolare,0002086,005,RC250GP
000077,Moto3,Boé Owlride,16,2021,54,Titolare,0002172,005,RC250GP
000077,Moto3,Boé Owlride,17,2021,54,Titolare,0002243,005,RC250GP
000077,Moto3,Boé Owlride,18,2021,54,Titolare,0002315,005,RC250GP
000077,Moto3,Sic58 Squadra Corse,1,2022,54,Titolare,0000422,002,NSF250RW
000077,Moto3,Sic58 Squadra Corse,2,2022,54,Titolare,0000399,002,NSF250RW
000077,Moto3,Sic58 Squadra Corse,3,2022,54,Titolare,0000357,002,NSF250RW
000077,Moto3,Sic58 Squadra Corse,4,2022,54,Titolare,0000477,002,NSF250RW
000077,Moto3,Sic58 Squadra Corse,5,2022,54,Titolare,0000538,002,NSF250RW
000077,Moto3,Sic58 Squadra Corse,6,2022,54,Titolare,0000611,002,NSF250RW
000077,Moto3,Sic58 Squadra Corse,7,2022,54,Titolare,0000657,002,NSF250RW
000077,Moto3,Sic58 Squadra Corse,8,2022,54,Titolare,0000709,002,NSF250RW
000077,Moto3,Sic58 Squadra Corse,9,2022,54,Titolare,0000773,002,NSF250RW
000077,Moto3,Sic58 Squadra Corse,10,2022,54,Titolare,0000852,002,NSF250RW
000077,Moto3,Sic58 Squadra Corse,11,2022,54,Titolare,0000891,002,NSF250RW
000078,Moto3,Rivacold Snipers Team	,9,2022,89,Sostituto,0000785,002,NSF250RW
000079,Moto3,Rivacold Snipers Team	,7,2022,98,Sostituto,0000665,002,NSF250RW
000080,Moto3,Petronas Sprinta Racing,13,2021,63,Sostituto,0001919,002,NSF250RW
000080,Moto3,Rivacold Snipers Team	,5,2022,63,Sostituto,0000551,002,NSF250RW
000080,Moto3,Rivacold Snipers Team	,6,2022,63,Sostituto,0000609,002,NSF250RW
000080,Moto3,VisionTrack Racing Team,9,2022,63,Wildcard,0000781,002,NSF250RW
000081,Moto3,Rivacold Snipers Team	,1,2022,67,Titolare,0000435,002,NSF250RW
000081,Moto3,Rivacold Snipers Team	,2,2022,67,Titolare,0000407,002,NSF250RW
000081,Moto3,Rivacold Snipers Team	,3,2022,67,Titolare,0000373,002,NSF250RW
000081,Moto3,Rivacold Snipers Team	,4,2022,67,Titolare,,002,NSF250RW
000081,Moto3,Rivacold Snipers Team	,8,2022,67,Titolare,,002,NSF250RW
000081,Moto3,Rivacold Snipers Team	,9,2021,67,Titolare,0001614,002,NSF250RW
000081,Moto3,Rivacold Snipers Team	,10,2022,67,Titolare,0000843,002,NSF250RW
000081,Moto3,Rivacold Snipers Team	,11,2022,67,Titolare,0000897,002,NSF250RW
000081,Moto3,Rivacold Snipers Team	,12,2021,67,Titolare,0001845,002,NSF250RW
000081,Moto3,Rivacold Snipers Team	,13,2021,67,Titolare,0001927,002,NSF250RW
000081,Moto3,Rivacold Snipers Team	,14,2021,67,Titolare,0002011,002,NSF250RW
000081,Moto3,Rivacold Snipers Team	,15,2021,67,Titolare,0002085,002,NSF250RW
000081,Moto3,Rivacold Snipers Team	,16,2021,67,Titolare,0002160,002,NSF250RW
000081,Moto3,Rivacold Snipers Team	,17,2021,67,Titolare,0002240,002,NSF250RW
000081,Moto3,Rivacold Snipers Team	,18,2021,67,Titolare,0002324,002,NSF250RW
000081,Moto3,Team Bardahl VR46 Riders Academy,6,2021,67,Wildcard,0001383,005,RC250GP
000082,Moto3,VisionTrack Racing Team,1,2022,19,Titolare,0000436,002,NSF250RW
000082,Moto3,VisionTrack Racing Team,2,2022,19,Titolare,0000395,002,NSF250RW
000082,Moto3,VisionTrack Racing Team,3,2022,19,Titolare,0000379,002,NSF250RW
000082,Moto3,VisionTrack Racing Team,4,2022,19,Titolare,0000480,002,NSF250RW
000082,Moto3,VisionTrack Racing Team,5,2022,19,Titolare,0000540,002,NSF250RW
000082,Moto3,VisionTrack Racing Team,6,2022,19,Titolare,0000599,002,NSF250RW
000082,Moto3,VisionTrack Racing Team,7,2022,19,Titolare,0000673,002,NSF250RW
000082,Moto3,VisionTrack Racing Team,8,2022,19,Titolare,0000731,002,NSF250RW
000082,Moto3,VisionTrack Racing Team,9,2022,19,Titolare,0000776,002,NSF250RW
000082,Moto3,VisionTrack Racing Team,10,2022,19,Titolare,0000850,002,NSF250RW
000082,Moto3,VisionTrack Racing Team,11,2022,19,Titolare,0000909,002,NSF250RW
000083,Moto3,VisionTrack Racing Team,1,2022,70,Titolare,0000432,002,NSF250RW
000083,Moto3,VisionTrack Racing Team,2,2022,70,Titolare,0000402,002,NSF250RW
000083,Moto3,VisionTrack Racing Team,3,2022,70,Titolare,0000376,002,NSF250RW
000083,Moto3,VisionTrack Racing Team,4,2022,70,Titolare,0000497,002,NSF250RW
000083,Moto3,VisionTrack Racing Team,5,2022,70,Titolare,0000553,002,NSF250RW
000083,Moto3,VisionTrack Racing Team,6,2022,70,Titolare,,002,NSF250RW
000083,Moto3,VisionTrack Racing Team,7,2022,70,Titolare,0000670,002,NSF250RW
000083,Moto3,VisionTrack Racing Team,8,2022,70,Titolare,0000724,002,NSF250RW
000083,Moto3,VisionTrack Racing Team,9,2022,70,Titolare,0000787,002,NSF250RW
000083,Moto3,VisionTrack Racing Team,10,2022,70,Titolare,0000847,002,NSF250RW
000083,Moto3,VisionTrack Racing Team,11,2022,70,Titolare,0000900,002,NSF250RW
000084,Moto3,Petronas Sprinta Racing,1,2021,17,Titolare,0000984,002,NSF250RW
000084,Moto3,Petronas Sprinta Racing,2,2021,17,Titolare,0001062,002,NSF250RW
000084,Moto3,Petronas Sprinta Racing,3,2021,17,Titolare,0001140,002,NSF250RW
000084,Moto3,Petronas Sprinta Racing,4,2021,17,Titolare,0001226,002,NSF250RW
000084,Moto3,Petronas Sprinta Racing,5,2021,17,Titolare,0001283,002,NSF250RW
000084,Moto3,Petronas Sprinta Racing,6,2021,17,Titolare,0001365,002,NSF250RW
000084,Moto3,Petronas Sprinta Racing,7,2021,17,Titolare,0001464,002,NSF250RW
000084,Moto3,Petronas Sprinta Racing,8,2021,17,Titolare,0001529,002,NSF250RW
000084,Moto3,Petronas Sprinta Racing,9,2021,17,Titolare,0001601,002,NSF250RW
000084,Moto3,Petronas Sprinta Racing,10,2021,17,Titolare,0001687,002,NSF250RW
000084,Moto3,Petronas Sprinta Racing,11,2021,17,Titolare,0001756,002,NSF250RW
000084,Moto3,Petronas Sprinta Racing,12,2021,17,Titolare,0001837,002,NSF250RW
000084,Moto2,Petronas Sprinta Racing,13,2021,17,Titolare,0001894,011,Kalex Moto2
000084,Moto3,Petronas Sprinta Racing,14,2021,17,Titolare,0002001,002,NSF250RW
000084,Moto3,Petronas Sprinta Racing,15,2021,17,Titolare,0002069,002,NSF250RW
000084,Moto3,Petronas Sprinta Racing,16,2021,17,Titolare,0002171,002,NSF250RW
000084,Moto3,Petronas Sprinta Racing,17,2021,17,Titolare,0002251,002,NSF250RW
000084,Moto3,Petronas Sprinta Racing,18,2021,17,Titolare,0002320,002,NSF250RW
000084,Moto3,Sterilgarda Husqvarna Max,1,2022,17,Titolare,0000415,008,FR250GP
000084,Moto3,Sterilgarda Husqvarna Max,7,2022,17,Titolare,0000656,008,FR250GP
000084,Moto3,Sterilgarda Husqvarna Max,8,2022,17,Titolare,0000729,008,FR250GP
000084,Moto3,Sterilgarda Husqvarna Max,9,2022,17,Titolare,0000769,008,FR250GP
000084,Moto3,Sterilgarda Husqvarna Max,10,2022,17,Titolare,0000841,008,FR250GP
000084,Moto3,Sterilgarda Husqvarna Max,11,2022,17,Titolare,0000905,008,FR250GP
000085,Moto3,Rivacold Snipers Team	,10,2021,38,Sostituto,0001698,002,NSF250RW
000085,Moto3,Rivacold Snipers Team	,11,2021,38,Sostituto,0001770,002,NSF250RW
000085,Moto3,Sterilgarda Husqvarna Max,4,2022,38,Sostituto,0000490,008,FR250GP
000085,Moto3,Sterilgarda Husqvarna Max,5,2022,38,Sostituto,0000549,008,FR250GP
000085,Moto3,Sterilgarda Husqvarna Max,6,2022,38,Sostituto,0000606,008,FR250GP
000085,Moto3,Sterilgarda Husqvarna Max,9,2022,38,Sostituto,0000791,008,FR250GP
000086,Moto3,Sterilgarda Husqvarna Max,1,2022,71,Titolare,0000433,008,FR250GP
000086,Moto3,Sterilgarda Husqvarna Max,2,2022,71,Titolare,0000404,008,FR250GP
000086,Moto3,Sterilgarda Husqvarna Max,3,2022,71,Titolare,0000356,008,FR250GP
000086,Moto3,Sterilgarda Husqvarna Max,4,2022,71,Titolare,0000472,008,FR250GP
000086,Moto3,Sterilgarda Husqvarna Max,5,2022,71,Titolare,0000530,008,FR250GP
000086,Moto3,Sterilgarda Husqvarna Max,6,2022,71,Titolare,0000593,008,FR250GP
000086,Moto3,Sterilgarda Husqvarna Max,7,2022,71,Titolare,0000646,008,FR250GP
000086,Moto3,Sterilgarda Husqvarna Max,8,2022,71,Titolare,,008,FR250GP
000086,Moto3,Sterilgarda Husqvarna Max,10,2022,71,Titolare,0000826,008,FR250GP
